"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","name","artist","popularity"
"0.689","0.561","0","-9.25","1","0.0372","0.0422","0.034","0.109","0.886","107.011","294931","4","逃亡前夜","Siamese Cats","28"
"0.506","0.628","7","-7.316","1","0.173","0.0545","0","0.301","0.556","191.708","204093","4","Santa Tell Me","Ariana Grande","81"
"0.509","0.812","8","-5.438","1","0.0537","0.0013","0.0000199","0.214","0.689","159.876","229640","4","Underneath the Tree","Kelly Clarkson","68"
"0.349","0.833","2","-8.586","1","0.0704","0.00488","0","0.101","0.651","113.16","178027","4","星空のドライヴ","Sunny Day Service","18"
"0.593","0.806","11","-3.015","1","0.0639","0.00636","0.0000322","0.152","0.784","180.04","252800","4","Zombie Bastards","Weezer","41"
"0.778","0.328","9","-14.018","0","0.0631","0.651","0.799","0.101","0.708","158.007","257033","4","薔薇と野獣 - new ver.","Haruomi Hosono","28"
"0.689","0.817","1","-4.503","1","0.0378","0.0786","0","0.105","0.865","160.046","199004","4","FlEXiBle (feat. Chris Brown & Lil Baby)","Tory Lanez","75"
"0.618","0.837","1","-5.338","1","0.0304","0.000254","0.000378","0.0618","0.526","121.227","248336","4","It's Not Living (If It's Not With You)","The 1975","75"
"0.456","0.456","11","-16.055","0","0.0535","0.973","0.353","0.186","0.974","144.489","210680","3","4. Double (Presto)","Johann Sebastian Bach","36"
"0.188","0.0434","11","-30.422","0","0.0409","0.775","0.034","0.0747","0.0405","91.138","630493","5","Violin Concerto: II. Song","James MacMillan","27"
"0.532","0.297","8","-20.173","1","0.0573","0.976","0.735","0.0773","0.941","98.163","266187","4","Duo Concertant: 4. Gigue","Igor Stravinsky","0"
"0.268","0.0841","9","-19.337","0","0.0565","0.988","0.281","0.063","0.104","84.15","453987","1","Sonate Op.27 No.3, À Georges Enesco: Ballade","Eugène Ysaÿe","26"
"0.161","0.0535","0","-23.811","1","0.0474","0.976","0.489","0.0861","0.0538","91.131","286267","4","String poetic: II. Nocturne","Jennifer Higdon","26"
"0.333","0.465","7","-18.452","1","0.0462","0.837","0.797","0.291","0.641","169.952","153573","3","Le Quattro Stagioni: Violin Concerto No. 2 in G Minor, Op. 8, RV 315, ""L'estate"": III. Presto","Antonio Vivaldi","0"
"0.305","0.0194","6","-25.343","0","0.0433","0.984","0.0378","0.0871","0.265","143.154","174173","4","Violin Sonata No. 3 in D Minor, Op. 108: Violin Sonata No. 3 in D Minor, Op. 108: III. Un poco presto e con sentimento","Johannes Brahms","24"
"0.5","0.164","6","-16.821","1","0.0409","0.83","0.0317","0.243","0.605","119.606","209339","4","Concerto in C Major ""Dresden"": Concerto in C Major ""Dresden"": I. Allegro","Antonio Montanari","23"
"0.25","0.135","9","-18.615","1","0.0488","0.958","0.0349","0.0477","0.179","94.404","364093","4","Violin Sonata in A Major, FWV 8: Allegretto poco mosso","César Franck","54"
"0.256","0.063","7","-26.677","0","0.045","0.839","0.0242","0.121","0.0758","151.624","569760","4","Violin Concerto, Op. 15: I. Moderato con moto","Benjamin Britten","21"
"0.373","0.244","9","-14.111","0","0.0503","0.97","0.561","0.0569","0.113","143.692","840387","4","Violin Sonata No. 9 in A Minor, Op, 47, “Kreutzer”: I. Adagio sostenuto – Presto","Ludwig van Beethoven","27"
"0.137","0.0321","2","-29.662","0","0.047","0.763","0.568","0.0709","0.0371","88.537","429827","3","Serenade: IV. Agathon: Adagio","Leonard Bernstein","20"
"0.262","0.0695","11","-22.184","0","0.0391","0.817","0.0000843","0.168","0.144","105.811","265480","3","Sonata in C minor, BWV 1017 for violin and harpsichord: Largo","Johann Sebastian Bach","20"
"0.76","0.345","2","-14.777","1","0.0603","0.99","0.418","0.19","0.798","106.049","307213","3","Road Movies, for Violin and Piano / I. Relaxed Groove","John Adams","20"
"0.158","0.0672","4","-27.403","1","0.0469","0.943","0.587","0.146","0.0374","96.382","444507","3","Violin Concerto No.6 In E Minor, MS. 75 - Orchestrated By Federico Mompellio: 2. Adagio - Cadenza: Salvatore Accardo","Niccolò Paganini","0"
"0.284","0.0689","8","-24.045","0","0.0439","0.961","0.453","0.0902","0.0692","85.316","142840","3","Sonata for Violin & Piano: III. Allegretto","Leoš Janáček","18"
"0.204","0.169","3","-19.553","1","0.0432","0.906","0.733","0.111","0.04","111.203","506091","4","Scottish Fantasy, Op.46: 1. Adagio cantabile","Max Bruch","24"
"0.302","0.103","9","-16.124","1","0.0441","0.921","0.0123","0.358","0.324","139.741","151920","5","Concert instrumental sur le titre d'Apothéose composé à la mémoire immortelle de l'incomparable Monsieur de Lully: III. Descente d'Apollon qui vient offrir son violon à Lulli (Noblement)","François Couperin","19"
"0.0754","0.00219","3","-43.277","1","0.0469","0.411","0.296","0.319","0.0335","174.438","211373","4","Movement Two: Pulse I","Esa-Pekka Salonen","14"
"0.464","0.166","10","-19.261","1","0.0543","0.951","0.0811","0.075","0.58","77.645","443133","4","Sonate pour clavier et violon in B-Flat Major, KV 454: III. Allegretto","Wolfgang Amadeus Mozart","18"
"0.166","0.0997","9","-19.054","1","0.0445","0.965","0.00549","0.0591","0.0393","87.512","455360","4","Romance, Op. 23: Violin Romance, Op. 23","Amy Beach","20"
"0.222","0.0205","9","-30.091","1","0.0441","0.863","0.026","0.204","0.0928","126.371","408250","4","Violin Concerto No.3 in G, K.216: 2. Adagio","Wolfgang Amadeus Mozart","0"
"0.171","0.0619","10","-24.658","1","0.0434","0.931","0.113","0.111","0.0434","80.104","445053","3","Violin Concerto in D Minor, Op. 56: II. Romanze: Andantino espressivo","Niels Gade","17"
"0.241","0.117","3","-19.552","1","0.0409","0.986","0.144","0.149","0.0762","98.328","727107","3","Violin Sonata in E Flat Major, Op. 18: I. Allegro, ma non troppo","Richard Strauss","18"
"0.501","0.159","8","-21.757","1","0.0394","0.874","0.881","0.125","0.406","117.316","329600","4","Concerto pour violon ""Les Rainettes"", en La Majeur: I. Ohne Satzbezeichnung","Georg Philipp Telemann","22"
"0.504","0.152","7","-20.459","1","0.0507","0.989","0.188","0.0619","0.71","103.644","137765","4","Schön Rosmarin","Fritz Kreisler","25"
"0.471","0.403","1","-13.349","0","0.0444","0.773","0.00000488","0.242","0.751","102.31","215760","4","Concerto for two violins BWV 1043 in D Minor: Concerto for two violins BWV 1043 in D Minor: I. Vivace","Johann Sebastian Bach","35"
"0.143","0.0225","9","-30.65","1","0.0457","0.947","0.201","0.239","0.033","142.093","379160","3","Violin Concerto, Op. 33, FS 61: IIa. Poco adagio -","Carl Nielsen","17"
"0.438","0.139","5","-21.357","1","0.126","0.892","0.114","0.163","0.549","163.842","220920","3","Concerto for Violin in B Flat Major: Allegro","Giovanni Battista Pergolesi","11"
"0.302","0.13","8","-21.384","1","0.0481","0.976","0.449","0.159","0.119","137.593","260467","4","Violin Sonata in E-Flat Major, Op. 11, No. 1: I. Frisch","Paul Hindemith","15"
"0.303","0.137","7","-20.57","1","0.0432","0.869","0.18","0.0633","0.297","97.483","420533","4","Violin Concerto No. 1 in G Minor, Op. 26: III. Finale. Allegro energico","Max Bruch","17"
"0.27","0.071","7","-25.439","1","0.0405","0.952","0.419","0.183","0.103","93.975","572627","4","Violin Concerto No. 1 in D Major, Op. 19: I. Andantino: Andante assai","Sergei Prokofiev","15"
"0.226","0.152","7","-18.919","1","0.0443","0.704","0.508","0.117","0.0381","180.523","594533","3","Violin Concerto: III. Quarter note = ca. 152","Ellen Taaffe Zwilich","14"
"0.455","0.102","2","-19.754","1","0.0429","0.976","0.144","0.1","0.131","119.845","320987","4","Violin Sonata in G Major: II. Blues: Moderato","Maurice Ravel","15"
"0.169","0.123","4","-20.936","1","0.0433","0.939","0.53","0.0914","0.0378","107.005","507293","3","Violin Concerto, Op. 14: II. Andante","Samuel Barber","15"
"0.38","0.0634","0","-30.836","1","0.0656","0.623","0.0173","0.104","0.284","137.837","251960","4","Violin Concerto: I. Praeludium","György Ligeti","15"
"0.404","0.257","6","-15.123","0","0.0379","0.98","0.244","0.246","0.417","142.312","249613","3","Sonata for Violin and Piano No.1 in A, Op.13: III. Allegro vivo","Gabriel Fauré","0"
"0.176","0.0707","0","-19.866","0","0.037","0.653","0.000166","0.105","0.103","162.893","246867","3","Oblivion","Astor Piazzolla","32"
"0.211","0.081","10","-21.9","1","0.0449","0.755","0.452","0.0964","0.038","77.298","271880","1","Violin Concerto No.1, Op.35: Cadenza","Karol Szymanowski","11"
"0.151","0.0689","1","-22.007","1","0.0494","0.909","0.0725","0.247","0.0399","71.861","891760","3","Shostakovich : Violin Concerto No.1 in A minor Op.77 : III Passacaglia - Andante","Dmitri Shostakovich","14"
"0.364","0.0711","2","-22.865","1","0.0462","0.991","0.157","0.0934","0.2","126.797","250573","4","Violin Sonata (Sonatina) in D Major, Op. 137, No. 1, D. 384: I. Allegro molto","Franz Schubert","16"
"0.12","0.109","2","-21.99","1","0.0506","0.937","0.24","0.111","0.0541","167.234","467387","4","Violin Concerto No. 2 in G Minor, Op. 131: II. Adagio quasi andante","Benjamin Godard","15"
"0.282","0.116","7","-18.859","1","0.0398","0.942","0.275","0.0932","0.131","94.719","341427","4","Violin Sonata No. 2 in G Major, Op. 13 (arr. H. Kraggerud and B.S. Lund for violin and orchestra): III. Allegro animato","Henning Kraggerud","20"
"0.297","0.0512","7","-24.884","0","0.0442","0.956","0.000141","0.181","0.0605","105.043","560867","3","Passagalia for unaccompanied violin","Heinrich Ignaz Franz von Biber","21"
"0.287","0.117","7","-20.382","1","0.0406","0.974","0.337","0.314","0.0423","110.992","552320","3","Violin Concerto, Op. 36: II. Andante grazioso","Arnold Schoenberg","13"
"0.376","0.162","11","-18.922","1","0.0377","0.848","0.000424","0.157","0.435","113.542","571067","3","Chiacona A Violino Solo","Antonio Bertali","0"
"0.11","0.0415","10","-29.035","1","0.0445","0.938","0.552","0.345","0.0366","91.679","805960","4","Elgar: Violin Concerto in B Minor, Op. 61: II. Andante","Edward Elgar","15"
"0.189","0.203","10","-21.555","0","0.0504","0.96","0.85","0.286","0.0333","114.476","559947","4","Timbres, espace, mouvement ""La nuit etoilée"": I. Nébuleuse (Live)","Henri Dutilleux","23"
"0.198","0.103","9","-18.547","0","0.0406","0.98","0.145","0.0698","0.0781","82.832","490573","3","Violin Sonata No.1 in A Minor Op.105: Violin Sonata No.1 in A Minor Op.105","Robert Schumann","13"
"0.309","0.108","9","-23.557","0","0.0436","0.898","0.325","0.0476","0.204","93.189","557560","4","Introduction and Rondo capriccioso in A minor Op. 28","Camille Saint-Saëns","20"
"0.17","0.437","7","-9.835","0","0.0372","0.569","0.881","0.513","0.0679","80.349","571773","4","Chaconne in G Minor","Tomaso Antonio Vitali","32"
"0.268","0.0881","2","-20.256","0","0.057","0.979","0.172","0.0778","0.0392","81.739","300427","5","Sonata for Violin and Piano in G Minor - I Allegro Vivo","Martha Argerich","21"
"0.187","0.118","10","-18.747","1","0.0587","0.972","0.0491","0.083","0.035","72.489","884453","4","Poème, Op. 25","Ernest Chausson","13"
"0.336","0.142","1","-17.649","0","0.0434","0.86","0.0000734","0.0726","0.116","141.877","683600","3","Trio Sonata in D Minor, Op. 1, No. 12, RV 63 - La Follia","Antonio Vivaldi","27"
"0.219","0.0317","8","-23.834","1","0.0435","0.975","0.00281","0.0997","0.0271","88.605","378800","4","Distance De Fée","Toru Takemitsu","14"
"0.503","0.267","11","-18.912","0","0.0469","0.949","0.567","0.0606","0.53","137.02","224733","4","Violin Sonata No. 3: III. Scherzo: Vivo","Grażyna Bacewicz","13"
"0.168","0.13","9","-21.372","0","0.0442","0.898","0.378","0.264","0.0669","97.151","715027","4","Romance in D Minor (version for violin and orchestra)","Wilhelm Peterson-Berger","16"
"0.588","0.256","10","-19.172","1","0.0498","0.97","0.117","0.0848","0.74","110.848","374800","4","Sonata for Violin and Piano Op. 134: Allegretto","Dmitri Shostakovich","12"
"0.437","0.326","7","-14.59","1","0.065","0.91","0.653","0.0621","0.175","105.309","198013","3","Concerto Grosso No. 3 for 2 Violins, Harpsichord and Strings: Risoluto","Alfred Schnittke","0"
"0.173","0.0285","2","-25.004","1","0.0475","0.937","0.054","0.138","0.0371","83.621","458760","4","Violin Sonata in E Minor, Op. 82: II. Romance","Edward Elgar","18"
"0.397","0.149","2","-22.349","1","0.0401","0.773","0.171","0.0832","0.234","105.62","474373","3","Violin Concerto in D Minor, Op. 47: III. Allegro ma non tanto","Jean Sibelius","15"
"0.406","0.153","9","-21.392","1","0.0374","0.848","0.8","0.293","0.479","136.995","229933","4","Concerto RV 368 in si bemolle maggiore: I. Allegro","Anton Steck","0"
"0.424","0.323","2","-13.94","1","0.0438","0.977","0.678","0.154","0.314","116.08","566400","3","Violin Concerto In D, Op.35, TH. 59: 3. Finale (Allegro vivacissimo)","Pyotr Ilyich Tchaikovsky","10"
"0.331","0.162","2","-19.794","1","0.0453","0.975","0.0924","0.0789","0.203","160.907","244613","3","Four Pieces for Violin and Piano, Op. 17: II. Appassionato","Josef Suk","0"
"0.456","0.117","2","-18.909","1","0.0421","0.936","0.215","0.187","0.455","123.138","614333","4","Violin Concerto in D, Op.61: 3. Rondo (Allegro)","Ludwig van Beethoven","0"
"0.294","0.0474","5","-23.918","1","0.0432","0.929","0.00286","0.23","0.0617","126.785","459427","4","Violin Romance No.2 in F major, Op.50 - Live In Enschede","Ludwig van Beethoven","0"
"0.362","0.201","2","-18.255","1","0.0444","0.905","0.0745","0.0699","0.309","128.548","972507","4","Concerto in One Movement for Violin and Orchestra transcribed from the 1st Movement of the Concerto No 1 in D Major by Niccolò Paganini","Fritz Kreisler","0"
"0.084","0.00885","7","-40.591","0","0.0499","0.514","0.0998","0.117","0.0296","84.232","650893","3","V & V","Giya Kancheli","8"
"0.419","0.0923","5","-22.204","0","0.0464","0.99","0.687","0.122","0.107","121.747","374747","4","Poulenc: Sonata for Violin and Piano, Op. 119: Allegro con fuoco","Francis Poulenc","14"
"0.565","0.0897","1","-21.971","1","0.42","0.942","0.00149","0.105","0.322","80.122","191667","3","Etude 18","John Cage","0"
"0.127","0.133","9","-26.183","1","0.0468","0.895","0.284","0.16","0.0557","87.8","356519","3","Violin Concerto, ""L'Arbre des songes"" (Tree of dreams): III. Lent - [Live]","Henri Dutilleux","6"
"0.313","0.11","2","-20.664","0","0.041","0.976","0.114","0.125","0.0952","137.488","366893","4","Sonata, Op.15: I. Animé","Darius Milhaud","11"
"0.436","0.0762","6","-16.143","0","0.0602","0.988","0.263","0.047","0.578","127.14","338973","4","Sonate nr.1 in G minor BWV 1001: Fuga","Johann Sebastian Bach","17"
"0.287","0.24","6","-19.915","1","0.0484","0.84","0.196","0.114","0.571","177.203","83227","4","Concerto IV G major: Allegro","Charles Mouton","20"
"0.215","0.0724","1","-23.167","1","0.0504","0.983","0.149","0.111","0.0416","83.012","184013","3","Clara Schumann; Romances for Violin and Piano op.22: Romances for Violin and Piano op.22","Robert Schumann","13"
"0.0686","0.0496","5","-26.192","1","0.0435","0.922","0.25","0.112","0.0347","63.717","960572","3","Berg: Violin Concerto, ""To the Memory of an Angel"": II. Allegro (Cadenza) - Adagio (Variations on the Chorale ""Es ist genug, so nimm, Herr"")","Alban Berg","12"
"0.243","0.0505","2","-28.457","1","0.0473","0.815","0.0827","0.0589","0.0351","108.547","868947","4","Violin Concerto, ""The Red Violin"": I. Chaconne","John Corigliano Jr.","11"
"0.27","0.0594","2","-22.807","1","0.0427","0.965","0.637","0.155","0.0439","103.811","465293","4","Violin Concerto - ""Katrina"": Fly Away - World Premiere Recording","Ittai Shapira","10"
"0.278","0.151","4","-19.607","0","0.042","0.917","0.122","0.273","0.167","99.212","730667","4","Violin Concerto In E Minor, Op.64, MWV O14: 1. Allegro molto appassionato","Felix Mendelssohn","13"
"0.267","0.127","7","-22.351","1","0.0411","0.971","0.491","0.126","0.0965","104.12","247107","4","Adelaide Eve","Stéphane Grappelli","13"
"0.308","0.129","10","-22.057","0","0.0486","0.883","0.0643","0.0754","0.0834","89.459","254400","4","Partita (For Violin And Orchestra): 1. Allegro giusto","Witold Lutosławski","0"
"0.222","0.121","1","-25.338","1","0.0433","0.631","0.329","0.167","0.072","102.095","637518","4","Violin Concerto: I. —","Colin Matthews","11"
"0.249","0.0439","4","-24.501","1","0.0495","0.958","0.297","0.107","0.0656","117.612","589583","4","Mozart: Violin Concerto No. 5 in A Major, K. 219: II. Adagio (Cadenzas - Joachim)","Wolfgang Amadeus Mozart","24"
"0.513","0.0719","10","-19.927","1","0.0384","0.97","0.0821","0.0901","0.425","164.033","133400","4","Romeo and Juliet, Op. 64: V. Masks (arr. J. Heifetz)","Jascha Heifetz","16"
"0.248","0.185","2","-19.148","1","0.0412","0.933","0.0546","0.0737","0.101","101.99","544320","4","Violin Concerto In D Major, Op.35: 1. Moderato nobile","Erich Wolfgang Korngold","11"
"0.227","0.035","11","-24.533","1","0.0397","0.97","0.164","0.132","0.0384","73.365","354200","3","Nocturne","Karol Szymanowski","12"
"0.255","0.143","11","-19.07","1","0.041","0.863","0.443","0.0966","0.148","80.557","415227","4","Violin Concerto in C-Sharp Minor, Op. 2: III. Rondo. Allegretto","Franz Berwald","14"
"0.314","0.102","5","-20.733","0","0.0422","0.969","0.554","0.129","0.306","105.973","376920","4","Violin Concerto: I. Allegro","Gerald Finzi","11"
"0.204","0.103","2","-23.859","1","0.0464","0.925","0.362","0.15","0.057","82.431","999120","4","Violin Concerto No. 2, Sz. 112: I. Allegro non troppo","Béla Bartók","11"
"0.304","0.119","9","-18.895","1","0.0413","0.965","0.602","0.0982","0.0742","107.148","454250","3","Rêverie et Caprice, Op.8","Hector Berlioz","0"
"0.218","0.173","7","-15.623","1","0.0507","0.98","0.46","0.0884","0.178","70.619","443093","3","From the Homeland. Two Pieces for Violin and Piano: II. Andantino. Moderato","Bedřich Smetana","0"
"0.253","0.0234","7","-27.694","0","0.0506","0.935","0.282","0.106","0.124","78.114","359200","3","Violin Concerto No. 9 in G Major, Op. 8: II. Largo","Joseph Boulogne Chevalier de Saint-Georges","15"
"0.4","0.121","2","-17.865","1","0.0466","0.844","0.009","0.151","0.255","133.184","945000","4","Capriccio Stravagante: Capriccio Stravagante","Carlo Farina","12"
"0.234","0.0164","2","-25.404","1","0.0451","0.982","0.00148","0.0812","0.0394","136.357","231547","3","Three Miniatures for Solo Violin: I. A Lullaby for Lalit","George Benjamin","13"
"0.338","0.0567","2","-23.896","0","0.0407","0.87","0.0767","0.0943","0.271","91.828","550000","4","Violin Concerto No. 2 in D Minor, Op. 2: III. Alla Polacca","Louis Spohr","14"
"0.266","0.0384","4","-26.555","1","0.0467","0.92","0.107","0.102","0.0371","117.465","417093","4","Sonata in C Minor, Op. 45: Sonata in C Minor, Op. 45: II. Allegretto espressivo alla Romanza","Edvard Grieg","24"
"0.133","0.00563","5","-32.697","1","0.0457","0.981","0.0176","0.0682","0.0373","174.747","460507","4","Sonata for Violin and Piano No.1 in F minor, Op.80: 3. Andante","Sergei Prokofiev","18"
"0.237","0.142","2","-16.823","1","0.0496","0.992","0.573","0.0739","0.371","71.18","836000","4","Partita For Violin Solo No.2 In D Minor, BWV 1004: 5. Ciaccona","Johann Sebastian Bach","19"
"0.14","0.0385","4","-26.885","0","0.0474","0.952","0.0288","0.0902","0.0393","91.626","936104","4","The Lark Ascending - Live","Ralph Vaughan Williams","14"
"0.259","0.127","9","-21.331","0","0.0425","0.813","0.00262","0.089","0.0726","100.195","519093","4","Violin Concerto '1001 Nights in the Harem': Andantino","Fazıl Say","0"
"0.321","0.0272","3","-25.066","1","0.037","0.993","0.919","0.0947","0.0632","74.69","221732","4","Nocturne No.1 in E Flat Major, H.24","John Field","3"
"0.32","0.0214","0","-23.235","0","0.0329","0.975","0.381","0.0909","0.0929","95.558","543486","4","Piano Trio No.2 in E flat, Op.100 D.929: 2. Andante con moto","Franz Schubert","2"
"0.275","0.0637","11","-21.47","1","0.0374","0.987","0.807","0.117","0.12","96.208","330467","4","Sonata for Viola and Piano No.2 in E flat, Op.120 No.2: 2. Appassionato, ma non troppo allegro","Johannes Brahms","1"
"0.502","0.193","2","-19.935","0","0.0481","0.92","0.363","0.297","0.415","81.064","247521","4","Violin Concerto In D Minor, MVW O3: 3. Allegro","Felix Mendelssohn","1"
"0.212","0.0603","3","-24.559","1","0.0406","0.962","0.774","0.0787","0.0371","132.298","810360","3","Symphony No. 5 in E Flat, Op. 82: I. Tempo molto moderato – Allegro moderato (ma poco a poco stretto) – Presto – Più presto","Jean Sibelius","31"
"0.263","0.0507","2","-25.845","0","0.0387","0.994","0.938","0.0757","0.124","77.879","191053","3","Märchenbilder pour alto et piano, Op. 113: I. Nicht schnell","Robert Schumann","31"
"0.185","0.0901","0","-22.983","1","0.0359","0.946","0.876","0.0968","0.0522","94.772","750467","3","Symphony No. 3 in C Major, Op. 32: I. Moderato assai - Allegro","Nikolai Rimsky-Korsakov","29"
"0.265","0.0115","1","-40.608","1","0.0371","0.973","0.889","0.0904","0.14","73.378","302613","4","Berceuse in D-Flat Major, Op. 57","Frédéric Chopin","29"
"0.238","0.0566","0","-23.192","0","0.0393","0.975","0.867","0.178","0.0908","67.758","267000","3","Piano Quintet in C Minor: I. Andante","Alexander Borodin","28"
"0.138","0.114","7","-21.041","1","0.0347","0.931","0.909","0.0431","0.0387","148.02","794000","4","Má vlast (My Country): No. 2, Vltava [Moldau]","Bedřich Smetana","46"
"0.309","0.00262","8","-40.5","0","0.0591","0.993","0.943","0.0901","0.0693","84.466","251067","4","Pictures at an Exhibition: The Old Castle, Andantino molto","Modest Mussorgsky","29"
"0.243","0.121","7","-17.782","1","0.0469","0.907","0.587","0.104","0.084","85.485","575253","4","String Sextet in D Major, Op. 10: I. Moderato - Allegro","Erich Wolfgang Korngold","26"
"0.13","0.0506","6","-24.031","1","0.0408","0.878","0.605","0.211","0.0308","83.364","1443352","4","Symphony No.10 In F Sharp (Unfinished): Adagio - Live From Severance Hall, Cleveland / 2010","Gustav Mahler","22"
"0.0798","0.0631","8","-24.093","1","0.0431","0.986","0.91","0.0695","0.0286","80.977","627333","4","Parsifal: Prelude","Richard Wagner","1"
"0.407","0.021","6","-28.367","0","0.0453","0.971","0.00000235","0.224","0.243","130.368","99093","4","Pierrot Lunaire, Op.21 (1912) / Part 1: 1. Mondestrunken","Arnold Schoenberg","0"
"0.176","0.0828","10","-19.218","0","0.0417","0.906","0.915","0.0581","0.0342","110.431","910000","4","Symphony No.8 In C Minor, WAB 108 - Ed. Haas: 1. Allegro moderato","Anton Bruckner","0"
"0.253","0.128","10","-18.849","1","0.0429","0.986","0.917","0.0979","0.104","69.324","309133","5","Trio pathetique in D Minor: I. Allegro moderato","Mikhail Glinka","23"
"0.307","0.0724","0","-25.339","1","0.0445","0.975","0.892","0.0717","0.0398","120.088","1003627","4","Konzertstuck in F Minor, J. 282, Op. 79","Carl Maria von Weber","23"
"0.295","0.118","5","-20.226","1","0.0427","0.965","0.81","0.082","0.094","115.714","550800","4","Dvorak: String Quartet No. 12 in F Major, Op. 96, 'American': I. Allegro, ma non troppo","Antonín Dvořák","21"
"0.22","0.0675","0","-22.924","1","0.0377","0.874","0.585","0.111","0.102","76.253","707440","4","Symphony No. 3 in C Major, ""Sinfonie singuliere"": I. Allegro fuocoso","Franz Berwald","22"
"0.254","0.0669","3","-20.583","1","0.0358","0.979","0.816","0.0721","0.0765","100.254","758000","4","Allegro brillante in E-Flat Major","Wilhelm Stenhammar","22"
"0.186","0.0426","8","-23.087","1","0.0433","0.911","0.382","0.101","0.0371","113.089","1196440","5","Dvorák : The Wild Dove Op.110","Antonín Dvořák","22"
"0.21","0.128","7","-20.309","1","0.0384","0.974","0.927","0.0925","0.0388","86.545","659027","4","Cello Sonata No. 4 in A Minor, Op. 116: I. Allegro moderato","Max Reger","21"
"0.321","0.0768","4","-20.724","0","0.0402","0.991","0.914","0.0725","0.0393","61.954","465200","4","Nocturne No. 13 in B minor, Op. 119","Gabriel Fauré","21"
"0.366","0.248","2","-16.209","0","0.0422","0.939","0.791","0.353","0.298","110.161","646907","4","Souvenir de Florence, Op. 70, TH 118: I. Allegro con spirito","Pyotr Ilyich Tchaikovsky","25"
"0.336","0.0348","8","-28.089","1","0.039","0.995","0.895","0.109","0.0426","69.737","195667","4","24 Préludes, Op.28: 17. In A Flat Major","Frédéric Chopin","0"
"0.253","0.11","9","-22.089","0","0.0391","0.78","0.773","0.0643","0.133","83.663","586200","3","String Quintet in A Minor: I. Allegro","Max Bruch","24"
"0.289","0.0925","5","-19.879","1","0.0339","0.948","0.887","0.108","0.126","100.736","688347","3","Symphony No 3: i. Allegro espansivo","Carl Nielsen","0"
"0.075","0.0525","11","-24.026","0","0.0433","0.958","0.827","0.0693","0.0387","58.754","1051013","4","Manfred, Op. 58: I. Lento lugubre - Moderato con moto","Pyotr Ilyich Tchaikovsky","21"
"0.262","0.0496","2","-23.929","1","0.0423","0.992","0.901","0.0535","0.156","76.582","232293","3","Oboe Sonata in D Major, Op. 166: I. Andantino","Camille Saint-Saëns","21"
"0.155","0.00976","2","-29.809","0","0.0413","0.957","0.965","0.0589","0.0324","61.581","444547","4","Pelleas and Melisande Suite, Op. 46, JS 147: Act V Scene 2: Prelude: Andante","Jean Sibelius","31"
"0.222","0.0556","1","-25.25","1","0.0439","0.96","0.832","0.0718","0.0557","115.812","621640","4","Sinfonie Nr. 3 c-Moll, Op. 78, ""Orgelsinfonie"": 2. Maestoso - Allegro - Più allegro - Molto allegro - Pesante (Ein Schweinchen names Babe): I. Adagio - Allegro moderato -","Camille Saint-Saëns","26"
"0.269","0.115","10","-19.217","1","0.0363","0.991","0.665","0.171","0.132","83.668","654013","4","Clarinet Sonata in E-Flat Major: I. Adagio - Allegro moderato","Felix Mendelssohn","21"
"0.149","0.00712","4","-32.381","1","0.0523","0.988","0.000706","0.0726","0.0852","174.677","319880","3","Winterreise, D. 911: Winterreise, D. 911: Der Lindenbaum","Franz Schubert","22"
"0.325","0.0716","0","-26.806","1","0.0516","0.95","0.844","0.12","0.148","121.363","401933","4","""Trout"" Quintet in A, Op. 114 (Die Forelle/La Truite): ""Trout"" Quintet in A, Op. 114 (Die Forelle/La Truite): II. Andante","Franz Schubert","42"
"0.375","0.115","10","-16.797","1","0.0404","0.953","0.895","0.158","0.208","120.478","434000","4","Symphony No. 5 in B-Flat Major, D. 485: I. Allegro","Franz Schubert","23"
"0.38","0.128","3","-20.012","1","0.0407","0.981","0.887","0.274","0.0373","118.203","666000","4","12 Etudes dans les tons majeurs, Op. 35: Etude No. 7 in E-Flat Major. L'incendie au village voisin","Charles-Valentin Alkan","20"
"0.303","0.119","9","-18.055","0","0.0386","0.975","0.88","0.112","0.038","94.868","820853","4","Piano Concerto in A Minor, Op.16: I. Allegro molto moderato","Edvard Grieg","46"
"0.414","0.0583","0","-20.382","1","0.0588","0.991","0.892","0.087","0.0375","139.086","402000","3","Années de pèlerinage: Première année: Suisse, S.160: 1. La Chapelle de Guilaume Tell","Franz Liszt","21"
"0.0942","0.0196","5","-27.169","1","0.0464","0.9","0.152","0.0827","0.0376","77.128","934067","3","Symphonie fantastique, Op. 14: III. Scene aux champs: Adagio","Hector Berlioz","20"
"0.146","0.0472","9","-27.847","1","0.0466","0.987","0.24","0.0644","0.0356","62.056","373333","4","Sonata for Violin & Piano in A Major, FWV 8: I. Allegro moderato","César Franck","31"
"0.35","0.0918","9","-24.683","0","0.044","0.969","0.868","0.0574","0.235","84.835","457813","3","Cello Concerto in D Minor: III. Introduction: Andante - Allegro vivace","Édouard Lalo","21"
"0.468","0.177","11","-23.55","0","0.0765","0.517","0.307","0.367","0.241","104.939","523427","4","Violin Concerto No. 2 in B Minor, Op. 7, ""La campanella"": III. Rondo","Niccolò Paganini","43"
